company_industries,job_url,company_name,company_website,company_location,job_roles,keywords,posted_on,job_title
"Information Technology Services,Computer Software",https://wuzzuf.net/jobs/p/113704-Senior-PHP-Developer-Afaqy-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=462,Afaqy,https://wuzzuf.net/jobs/careers/Afaqy-Egypt-28121,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","PHP, MySQL, Software Development, Software, Information Technology (IT), Node.JS, javaScript, HTML, SQL, Microsoft SQL Server, Yii, Laravel, Angular, Web Development, CSS, HTML5, Bootstrap","Tuesday, February 13, 2018 at 1:10AM",Senior PHP Developer
"Computer Hardware,Information Technology Services",https://wuzzuf.net/jobs/p/113654-Front-End-UI-Developer-Cybertron-International-Inc-Giza-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=463,Cybertron International Inc.,https://wuzzuf.net/jobs/careers/Cybertron-International--Inc--Egypt-22570,"Smart Village ,Giza ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Computer Science, Information Technology (IT), UI, Front End, Software Development, Software Engineering, Web Development, PHP, Agile, Unit Management, CSS, Webpack, Grunt, Gulp, javaScript, HTTP2, HTTP, Ajax, AngularJS, ExpressJS, CSS3, HTML5, GIT","Monday, February 12, 2018 at 5:30PM",Front End/UI Developer
Computer Software,https://wuzzuf.net/jobs/p/112209-Desktop-Developer---C--Arabia-for-Information-Technology-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=449,Arabia for Information Technology,https://wuzzuf.net/jobs/careers/Arabia-for-Information-Technology-Egypt-10379,",Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Computer Science, Computer Engineering, C#, Windows Forms, WPF, Microsoft SQL Server, .NET, Software Development, Software, SQL, T-SQL, MS SQL, Entity Framework, OOP","Sunday, February  4, 2018 at 1:20PM",Desktop Developer - C#
"Marketing and Advertising,Internet/E-commerce,Computer Software",https://wuzzuf.net/jobs/p/111518-Senior-Front-End-Developer-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=442,Confidential Company,,"Heliopolis ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Angular js, HTML5, CSS3, Nodejs, json, UI/UX Designs, UI, UX, Front-End, Sass, Web Development, Web Design, Software Development, Information Technology (IT), Computer Science, Computer Engineering, Software Engineering","Monday, February  5, 2018 at 3:03PM",Senior Front-End Developer
Computer Software,https://wuzzuf.net/jobs/p/109670-Senior-Oracle-ADF-Developer-I-Systems-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=448,I-Systems,https://wuzzuf.net/jobs/careers/I-Systems-Egypt-25382,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Oracle ADF, Oracle 10G, Oracle 11G, Oracle Development, Java, Software Testing, SOA, JAVA, Information Technology (IT), Computer Science, Software Architectures, Oracle, ADF, Software Development, Web Development, Computer Engineering","Wednesday, January 17, 2018 at 1:40PM",Senior Oracle ADF Developer
"Marketing and Advertising,Internet/E-commerce,Computer Software",https://wuzzuf.net/jobs/p/112959-Shopify-Web-Developer-DMS-Giza-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=445,DMS,https://wuzzuf.net/jobs/careers/DMS-Saudi-Arabia-30789,"6th of October ,Giza ,Egypt","Engineering - Telecom/Technology,IT/Software Development","CSS, HTML, javaScript, Shopify, Information Technology (IT), Software Development, Software Engineering, Web Development, Computer Science","Sunday, February 18, 2018 at12:18PM",Shopify Web Developer
Computer Software,https://wuzzuf.net/jobs/p/114756-Senior-SharePoint-Developer-RMGS-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=444,RMGS,https://wuzzuf.net/jobs/careers/RMGS-Egypt-1631,",Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","SharePoint, CRM, C#, Information Technology (IT), Computer Science, ASP.NET, javaScript, jQuery, CSS, HTML, OOB, K2, Nintex, JSOM, SP.JS, REST APIs, Software Development, Computer Engineering, Software Engineering","Sunday, February 18, 2018 at11:01PM",Senior SharePoint Developer
"Information Technology Services,Internet/E-commerce,Computer Software",https://wuzzuf.net/jobs/p/109742-Senior-Android-Developer-Egpay-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=446,Egpay,https://wuzzuf.net/jobs/careers/Seattle-Egypt-23406,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Information Technology (IT), Software Development, Software Engineering, Computer Science, Android, Java, APIs, Git, Coding, RESTful APIs, Design Patterns, Software Architecture","Wednesday, January 17, 2018 at 5:18PM",Senior Android Developer
Computer Software,https://wuzzuf.net/jobs/p/111011-Magento-Developer-CVIT-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=464,CVIT,https://wuzzuf.net/jobs/careers/CVIT-Egypt-29909,"Maadi ,Cairo ,Egypt",IT/Software Development,"E-Commerce developer, Magento, PHP, MySQL, HTML5, CSS3, Ajax, jQuery, SVN, Software Development","Monday, January 29, 2018 at11:35AM",Magento Developer
"Information Technology Services,Computer Software",https://wuzzuf.net/jobs/p/115432-iOS-Mobile-Developer-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=422,Confidential Company,,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Startup, Information Technology (IT), Computer Science, Computer Engineering, Software Development, Software Engineering, iOS, Objective C, Swift, Xcode, Cocoa Touch, UIKit, SDK","Wednesday, February 21, 2018 at 4:42PM",iOS Mobile Developer
"Healthcare and Medical Services,Information Technology Services",https://wuzzuf.net/jobs/p/114852-Junior--Net-Developer-Superior-Business-Solutions-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=421,Superior Business Solutions,https://wuzzuf.net/jobs/careers/Superior-Business-Solutions-United-Arab-Emirates-19788,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","ASP.Net MVC, OOD, OOP, T-SQL, SQL Server, LINQ, Web APIs, JQuery, JavaScript, AJAX, CSS3, HTML5, Information Technology (IT), Computer Science, .NET, MVC, Git, SVN, TFS, javaScript, Agile, Repository, Unit, N-Tiers Architecture, Restful APIs, SQL, C#.Net, Programming, Testing, Software Testing, Software Engineering, Entity Frame Work","Monday, February 19, 2018 at12:30PM",Junior .Net Developer
Computer Software,https://wuzzuf.net/jobs/p/107188-Senior-Mobile-Developer-Cross-Platform-Digital-Investors-Dakahlia-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=451,Digital Investors,https://wuzzuf.net/jobs/careers/Digital-Investors-Egypt-29822,"Mansoura ,Dakahlia ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Information Technology (IT), Software Development, Android, Computer Science, Software Engineering, Cross Platform, Xamarin, Phonegap, Cordova, Titanium, XAML, UI, REST, HTTP, SOAP, MVVM, ASP.NET, AJAX, WCF, C#, .NET","Monday, January 22, 2018 at12:37PM",Senior Mobile Developer (Cross Platform)
"Information Technology Services,Consulting Services,Computer Software",https://wuzzuf.net/jobs/p/111320-Senior-Oracle-Fusion-Middleware-Developer-tiQaniat-Solutions-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=426,tiQaniat Solutions,https://wuzzuf.net/jobs/careers/tiQaniat-Solutions-Egypt-26187,",Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Oracle, ADF, BPM, WC, Portal, Oracle Cloud, SAAS, PAAS, SOA, BPEL, REST, SOAP, BPELhave, 12c 12.2.x, Fusion, Middleware, Web Development, Software Development, Software Engineering, Information Technology (IT), Computer Science, Computer Engineering","Monday, January 29, 2018 at 1:02PM",Senior Oracle Fusion Middleware Developer
Publishing and Printing,https://wuzzuf.net/jobs/p/108828-DLO-Developer-Giza-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=408,Confidential Company,,"Dokki ,Giza ,Egypt",IT/Software Development,"DLO, HTML5, CSS3, CSS, jQuery, javaScript, AJAX, Information Technology (IT), Computer Science, Software Development, Software Engineering","Tuesday, January 16, 2018 at10:13AM",DLO Developer
Computer Software,https://wuzzuf.net/jobs/p/110649-PHP-Developer---Alexandria-Wide-Horizons-Alexandria-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=407,Wide Horizons,https://wuzzuf.net/jobs/careers/Wide-Horizons-Egypt-19955,"Smouha ,Alexandria ,Egypt","Engineering - Telecom/Technology,IT/Software Development","PHP, MySQL, SQL, Microsoft SQL Server, javaScript, jQuery, HTML, CSS, XML, CPanel, WHM, Information Technology (IT), Computer Science, Computer Engineering, Software Development, Software Engineering, Software Testing, Web Development","Tuesday, January 23, 2018 at 3:13PM",PHP Developer - Alexandria
Computer Software,https://wuzzuf.net/jobs/p/108044-Senior-Front-End-Developer-Webkeyz-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=443,Webkeyz,https://wuzzuf.net/jobs/careers/webkeyz-Egypt-3048,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Information Technology (IT), Software Development, Software Engineering, UI, Frontend, SASS, Jade, Angular JS, jQuery, JSF, CSS, HTML, API, Quality Control, Software Testing, Web Development, Computer Science","Monday, January  8, 2018 at 1:21PM",Senior Front-End Developer
Computer Software,https://wuzzuf.net/jobs/p/107039-Software-Support-Engineer-BlueCloud-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=405,BlueCloud,https://wuzzuf.net/jobs/careers/Blue-Cloud-Egypt-10519,"Maadi ,Cairo ,Egypt","Customer Service/Support,Engineering - Telecom/Technology,IT/Software Development","Information Technology (IT), Software Engineering, Engineering, Computer Science, ASP.NET, MS SQL, Biztalk, SharePoint, Customer Service, Customer Care, Customer Support","Sunday, December 31, 2017 at 6:21PM",Software Support Engineer
Engineering Services,https://wuzzuf.net/jobs/p/112238-Junior-Web-Developer-iHub-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=427,iHub,https://wuzzuf.net/jobs/careers/Ain-Shams-University-Egypt-17109,",Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Web Developement, Computer Science, PHP, System Administration, Linux, Cloud, Networks, Web Design, Administration and Development, WordPress, Drupal, HTML, CSS, javaScript, jQuery, AJAX, CodeIgniter, Laravel, Content Management System, MySQL, Front End, Back End, Web Apllication, Mangement System, Visual Desgin, User Interface, Software Documentation, Software Testing","Sunday, February  4, 2018 at 2:57PM",Junior Web Developer
Computer Software,https://wuzzuf.net/jobs/p/110652-ASP-NET-Developer---Alexandria-Wide-Horizons-Alexandria-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=406,Wide Horizons,https://wuzzuf.net/jobs/careers/Wide-Horizons-Egypt-19955,"Smouha ,Alexandria ,Egypt","Engineering - Telecom/Technology,IT/Software Development","HTML5, CSS3, javaScript, Microsoft SQL Server, MySQL, ASP.NET, ASP, C#.NET, .NET, C#, OOP, WCF Service, AJAX, MVC, TFS, Bootstrap, XML, Information Technology (IT), Computer Science, Computer Engineering, Software Development, Software Engineering, Software Testing, Web Development","Tuesday, January 23, 2018 at 3:18PM",ASP.NET Developer - Alexandria
"Entertainment,Computer Software",https://wuzzuf.net/jobs/p/109493-React-Native-Developer-elevent-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=425,elevent,https://wuzzuf.net/jobs/careers/elevent-Kuwait-30172,",Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","React Native, Testing, Front End, Mobile Development, Version Control Tools, GIT, Agile, Redux Architecture, ReactJS, Programming, Software Engineering, Software","Sunday, January 21, 2018 at 2:25PM",React Native Developer
Information Technology Services,https://wuzzuf.net/jobs/p/113003-Back-End-Developer---PHP-WasilaDev-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=386,WasilaDev,https://wuzzuf.net/jobs/careers/WasilaDev-Egypt-24491,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Startup, PHP, CSS, MVC, HTML, javaScript, Symfony, Laravel, Codeigniter, MySQL, Node JS, RESTful, Information Technology (IT), OOP, JavaScript, Back-End, Frameworks, Web Development, Web Design, Software Development, Computer Science, Software Engineering","Thursday, February  8, 2018 at11:51AM",Back-End Developer - PHP
Telecommunications,https://wuzzuf.net/jobs/p/113008-iOS-Mobile-Developer-Smartec-Group-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=385,Smartec-Group,https://wuzzuf.net/jobs/careers/smartec-group-Egypt-6490,",Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Information Technology (IT), Computer Science, Computer Engineering, Software Development, Software Engineering, iOS, Swift, C++, Core Data, Core Animation, Core Graphics, Core Text, APIs, GIT","Thursday, February  8, 2018 at11:58AM",iOS Mobile Developer
Internet/E-commerce,https://wuzzuf.net/jobs/p/115344-Senior-PHP-Developer---Alexandria-Stylish-Eve-Alexandria-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=424,Stylish Eve,https://wuzzuf.net/jobs/careers/Stylish-Eve-Egypt-28872,",Alexandria ,Egypt","Engineering - Telecom/Technology,IT/Software Development","PHP, Computer Science, Software Engineering, MySQL, NoSQL, javaScript, jQuery, CSS, Bootstrap, Laravel MVC","Wednesday, February 21, 2018 at 1:56PM",Senior PHP Developer - Alexandria
"Accounting and Auditing Services,Engineering Services,Computer Software",https://wuzzuf.net/jobs/p/115375--NET-Developer-MiracleEgypt-Giza-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=423,MiracleEgypt,https://wuzzuf.net/jobs/careers/MiracleEgypt-Egypt-30644,"Hadayek Alahram ,Giza ,Egypt","Engineering - Telecom/Technology,IT/Software Development",".NET, Software Development, Software, Data Storage, MS SQL, ERP, C#, Object-Oriented, Programming, SQL, Computer Science","Wednesday, February 21, 2018 at 2:44PM",.NET Developer
"Travel and Tourism,Information Technology Services,Computer Software",https://wuzzuf.net/jobs/p/109664-Senior-PHP-Web-Developer-Progate-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=382,Progate,https://wuzzuf.net/jobs/careers/Progate-Egypt-16414,"Heliopolis ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Web Development, Laravel, PHP, SQL, MySQL, javaScript, jQuery, REST, SOAP, PHPUnit, React, Linux, Unix, JavaScript, Angular, Software Development, Software Engineering, ORM, JQuery, Github, Subversion, Computer Science, Computer Engineering","Thursday, February 15, 2018 at 2:30PM",Senior PHP Web Developer
"Healthcare and Medical Services,Computer Software",https://wuzzuf.net/jobs/p/110647-Full-Stack-Web-Developer-Smart-Medical-Services-Giza-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=403,Smart Medical Services,https://wuzzuf.net/jobs/careers/smart-medical-services-Egypt-18858,"Dokki ,Giza ,Egypt","Engineering - Telecom/Technology,IT/Software Development","PHP, JavaScript, Angular 2, MySQL, MVC, Object Oriented Programming, Open Source Programming, Micro Services, Agile, Web Development, Software Development, Software Engineering, Full Stack, Java, Spring, Linux, Information Technology (IT), Computer Science, HTML, CSS, Programming, Git, Python, javaScript, Agile Development","Tuesday, January 23, 2018 at 3:13PM",Full Stack Web Developer
"Recruitment and Staffing,Human Resources",https://wuzzuf.net/jobs/p/113901-Senior-Xamarin-Developer-NokHumanCaptial-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=388,NokHumanCaptial,https://wuzzuf.net/jobs/careers/NokHumanCaptial-Egypt-30907,"Maadi ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Startup, C#, Swift, Objective-C, XAML, Xamarin, Android, iOS, SOAP, REST, Agile","Wednesday, February 14, 2018 at12:02PM",Senior Xamarin Developer
"Information Technology Services,Computer Software",https://wuzzuf.net/jobs/p/105917-Telemarketing-Agent---Software-Ebtikar-IT-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=387,Ebtikar IT,https://wuzzuf.net/jobs/careers/Fekra-IT-Saudi-Arabia-18198,"Maadi ,Cairo ,Egypt","Customer Service/Support,Sales/Retail","Sales, Sales Skills, Customer Support, Customer Care, Call Center, Telesales, Telemarketing, Software Sales, Sales Target, Customer Service","Thursday, January 18, 2018 at 4:46PM",Telemarketing Agent - Software
Computer Software,https://wuzzuf.net/jobs/p/112640-Senior--NET-Developer-Mawarid-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=361,Mawarid,https://wuzzuf.net/jobs/careers/Mawarid-Egypt-25864,"Sheraton ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Computer Science, Information Technology (IT), .NET, Software Development, Software Engineering, Web Development, JavaScript, jQuery, SQL, HTML, CSS, C#, ASP.NET, MVC, WPF, Agile","Tuesday, February  6, 2018 at 2:56PM",Senior .NET Developer
Education,https://wuzzuf.net/jobs/p/115491-Senior-Mobile-Developer-iOS-Nagwa-Cairo-Egypt?l=bp&t=sj&a=Software-Development-Jobs-in-Egypt&o=402,Nagwa,https://wuzzuf.net/jobs/careers/Nagwa-Egypt-4718,"Nasr City ,Cairo ,Egypt","Engineering - Telecom/Technology,IT/Software Development","Computer Science, Computer Engineering, Information Technology (IT), Software Engineering, Software Development, Web Development, Swift, Objective-C, Cocoa, Xcode, HTML, XML, JSON, Object-Oriented, Core Data, Core Animation, Code Versioning, Git, SVN, RESTful, iOS Applications, Back-End, App Store, Apple’s Design, iOS, Mobile Applications","Thursday, February 22, 2018 at 8:57AM",Senior Mobile Developer (iOS)
